id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,lat,long,sqft_living15,sqft_lot15,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,year,house_age,is_renovated,land_usage_ratio,privacy_score,dist_downtown,zip_wealth_rank,geo_cluster
42000065,355000,2,1.0,1450,9150,1.0,0,0,4,7,1450,0,47.4689,-122.277,1440,10636,False,True,False,False,False,False,False,False,False,False,False,2015,50,0,0.15846994535519127,6.354166666666667,15.817456633864678,259000.0,12
42000130,600000,5,4.5,4440,9784,2.0,0,0,3,10,4440,0,47.4702,-122.275,2720,10080,False,False,False,False,False,False,False,True,False,False,False,2014,3,0,0.4538021259198692,3.597058823529412,15.718241497654235,235000.0,12
42000245,171000,4,2.0,1520,19672,1.0,0,0,3,6,1020,500,47.4683,-122.281,1810,7840,False,False,False,False,True,False,False,False,False,False,False,2014,95,0,0.07726718178121188,10.868508287292817,15.806322749003733,259000.0,12
46100204,1505000,5,3.0,3300,33474,1.0,0,3,3,9,1870,1430,47.5673,-122.21,3836,20953,True,False,False,False,False,False,False,False,False,False,False,2015,58,1,0.09858397562287148,8.726277372262773,10.127442070064253,997000.0,63
46100350,1730000,5,3.5,5000,26540,2.0,0,3,3,10,3410,1590,47.5665,-122.21,3360,17398,False,False,False,False,True,False,False,False,False,False,False,2014,7,0,0.18839487565938207,7.898809523809524,10.165816830340987,997000.0,63
46100504,2027000,4,3.75,4100,22798,1.5,0,3,5,11,2540,1560,47.5648,-122.21,3880,18730,False,False,False,False,True,False,False,False,False,False,False,2014,81,1,0.1798403368716554,5.875773195876289,10.249449820644626,997000.0,63
49000051,350000,2,1.75,1430,7921,1.0,0,0,3,7,1430,0,47.5088,-122.371,1290,8040,False,True,False,False,False,False,False,False,False,False,False,2015,32,0,0.18053276101502336,6.14031007751938,11.216867280894533,287000.0,62
49500090,372000,4,1.5,1780,7914,1.5,0,0,4,7,1780,0,47.5142,-122.163,1350,8069,False,False,False,False,False,False,False,False,False,False,True,2014,53,0,0.22491786707101338,5.862222222222222,16.298824347402434,429000.0,0
50300220,363000,4,2.5,2180,9281,2.0,0,0,3,8,2180,0,47.3673,-122.072,2520,9520,True,False,False,False,False,False,False,False,False,False,False,2015,11,0,0.23488848184462882,3.6829365079365077,32.979454884987156,298000.0,35
53500020,248000,3,2.5,1870,4046,2.0,0,0,3,7,1870,0,47.342,-122.059,2130,4800,False,False,False,False,False,False,False,False,False,False,False,2015,8,0,0.46218487394957986,1.899530516431925,35.83799325762292,298000.0,8
53500450,311850,4,2.5,1890,4158,2.0,0,0,3,8,1890,0,47.343,-122.056,2720,4549,False,True,False,False,False,False,False,False,False,False,False,2015,1,0,0.45454545454545453,1.5286764705882352,35.876729363148606,298000.0,8
53500760,287000,4,2.5,2660,4082,2.0,0,0,3,7,2660,0,47.3414,-122.055,2390,4876,False,False,False,False,False,False,False,False,False,False,True,2014,5,0,0.651641352278295,1.707949790794979,36.06553940078347,298000.0,8
56000095,805000,3,2.75,2600,5875,1.5,0,2,5,8,1600,1000,47.5773,-122.406,2260,5492,False,False,False,False,True,False,False,False,False,False,False,2014,86,0,0.4425531914893617,2.599557522123894,6.406136425871111,570000.0,22
59000201,611206,1,1.0,1940,6300,1.0,0,3,3,8,1940,0,47.5782,-122.4,2560,6300,False,False,False,True,False,False,False,False,False,False,False,2015,52,0,0.30793650793650795,2.4609375,5.9682814515708635,570000.0,22
59000250,720000,3,1.5,2180,5000,1.0,0,3,4,8,1090,1090,47.5787,-122.402,2070,5000,False,False,False,False,False,False,False,False,False,False,True,2014,74,0,0.436,2.4154589371980677,6.068513427598578,570000.0,22
59000445,590000,4,2.75,2240,5400,2.0,0,0,4,7,1540,700,47.5785,-122.402,1830,5000,False,False,False,False,False,False,False,True,False,False,False,2014,75,0,0.4148148148148148,2.9508196721311477,6.079758399355262,570000.0,22
59500050,324900,4,2.25,2010,7280,2.0,0,0,4,8,2010,0,47.3585,-122.286,1660,7579,False,False,False,False,False,False,False,False,False,False,True,2014,27,0,0.2760989010989011,4.385542168674699,27.759992852607017,249000.0,29
65000085,430000,3,2.0,1550,6039,1.0,0,0,5,7,830,720,47.5436,-122.378,1330,6042,False,False,False,False,False,True,False,False,False,False,False,2014,73,0,0.2566650107633714,4.540601503759398,7.765841978892072,398000.0,79
65000210,471000,2,1.75,1240,6417,1.0,0,0,5,7,1240,0,47.5439,-122.379,1800,6417,False,False,False,False,True,False,False,False,False,False,False,2014,91,0,0.1932367149758454,3.565,7.76962985870774,398000.0,79
65000400,570000,4,3.0,1490,6766,1.5,0,1,5,7,1490,0,47.5446,-122.382,1990,6526,False,False,False,False,False,False,False,False,True,False,False,2014,100,0,0.2202187407626367,3.4,7.805686781116278,484975.0,79
66000140,398000,3,1.0,1480,6550,1.5,0,0,4,6,1480,0,47.5498,-122.381,1200,6550,False,False,False,False,False,False,False,False,False,True,False,2014,90,0,0.22595419847328244,5.458333333333333,7.265308543708113,398000.0,79
84000105,255000,5,2.25,2060,8632,1.0,0,0,3,7,1030,1030,47.4877,-122.335,1010,11680,False,False,False,True,False,False,False,False,False,False,False,2014,53,0,0.2386468952734013,8.546534653465347,13.178396401356874,287000.0,6
84000245,190000,3,1.75,1100,9452,1.0,0,0,3,6,1100,0,47.4864,-122.337,1350,9452,False,False,False,False,False,False,False,False,False,True,False,2014,73,0,0.11637748624629708,7.001481481481481,13.326228040590177,287000.0,6
84000335,225000,3,2.0,1700,11475,1.0,0,0,5,6,970,730,47.4851,-122.338,1560,11475,False,False,False,False,True,False,False,False,False,False,False,2014,70,0,0.14814814814814814,7.355769230769231,13.472985218017305,287000.0,6
87000006,275000,4,1.75,1680,19405,1.0,0,0,4,7,1560,120,47.4552,-122.202,2000,12900,False,False,True,False,False,False,False,False,False,False,False,2015,56,0,0.08657562483895903,9.7025,19.42488134186018,298475.0,32
88000591,212000,3,1.0,1000,9450,1.0,0,0,3,6,1000,0,47.4562,-122.193,1300,13500,False,False,True,False,False,False,False,False,False,False,False,2015,53,0,0.10582010582010581,7.269230769230769,19.67889597272965,298475.0,32
88000790,252000,3,1.0,1170,9730,1.0,0,0,3,7,1170,0,47.4562,-122.196,1680,10125,False,False,False,False,False,True,False,False,False,False,False,2014,47,1,0.12024665981500514,5.791666666666667,19.56030042091117,298475.0,32
91000135,750000,4,1.5,2060,4000,1.5,0,2,3,7,1580,480,47.6857,-122.353,1160,4000,False,False,False,True,False,False,False,False,False,False,False,2015,95,1,0.515,3.4482758620689653,8.977578004446123,548500.0,40
91000320,393000,2,1.0,980,3350,1.0,0,0,4,7,980,0,47.6858,-122.352,1260,4000,False,False,False,False,False,False,False,True,False,False,False,2014,90,0,0.29253731343283584,2.6587301587301586,8.975781319053327,548500.0,40
97600140,800000,4,2.5,2930,5000,2.0,0,0,3,9,2760,170,47.5424,-122.12,3230,5778,False,False,False,False,False,True,False,False,False,False,False,2014,8,0,0.586,1.5479876160990713,17.420771768174244,779500.0,20
98000130,1425000,4,5.0,4630,24054,2.0,0,3,3,11,4630,0,47.587,-121.966,4630,17584,False,True,False,False,False,False,False,False,False,False,False,2015,10,0,0.1924835786147834,5.1952483801295894,27.534464739443337,739999.5,34
98000150,1465000,4,4.0,4930,22093,2.0,0,3,3,12,4930,0,47.5874,-121.965,4630,18889,False,False,False,False,False,False,False,False,False,False,False,2015,11,0,0.22314760331326663,4.7717062634989205,27.605714650324213,739999.5,34
98000560,959900,4,3.75,3550,15151,2.0,0,0,3,11,3550,0,47.5888,-121.971,4340,15151,False,False,False,False,False,False,True,False,False,False,False,2014,11,0,0.23430796647086,3.4910138248847926,27.14522685029947,739999.5,34
98000740,945000,5,3.5,4380,14925,2.0,0,0,3,11,4380,0,47.5848,-121.969,4310,14633,False,False,True,False,False,False,False,False,False,False,False,2015,12,0,0.29346733668341707,3.4628770301624128,27.33097829820137,739999.5,34
98000750,1165000,5,3.75,4220,15959,2.0,0,0,3,11,4220,0,47.5869,-121.967,4630,16531,False,False,False,False,False,False,False,False,True,False,False,2014,11,0,0.2644275957140172,3.4468682505399566,27.460600260797985,739999.5,34
98000870,1059000,4,3.5,4460,16271,2.0,0,2,3,11,4460,0,47.5862,-121.97,4540,17122,False,False,False,False,False,False,False,False,True,False,False,2014,14,0,0.27410730747956485,3.583920704845815,27.242767232885893,739999.5,34
98000950,1060000,4,5.25,4140,14757,2.0,0,2,3,11,4140,0,47.5871,-121.969,4440,15523,False,False,False,False,False,False,False,False,False,False,True,2014,10,0,0.2805448261841838,3.3236486486486485,27.309303590503358,739999.5,34
98000960,1050000,4,3.25,4400,16625,2.0,0,0,3,11,4400,0,47.5868,-121.968,4440,15523,False,False,False,True,False,False,False,False,False,False,False,2014,12,0,0.2646616541353383,3.744369369369369,27.38674609249361,739999.5,34
98000980,1098000,4,3.5,4570,16219,2.0,0,0,3,11,4570,0,47.5859,-121.968,4700,16500,False,False,True,False,False,False,False,False,False,False,False,2015,13,0,0.28176829644244406,3.4508510638297873,27.395044370912238,739999.5,34
98001000,1025000,5,3.5,5050,16500,2.0,0,2,3,11,5050,0,47.5863,-121.967,4570,16500,False,False,False,False,False,False,False,False,True,False,False,2014,14,0,0.30606060606060603,3.6105032822757113,27.46605118047502,739999.5,34
98001070,1169000,5,4.25,4610,13252,2.0,0,4,3,11,4610,0,47.5878,-121.969,4400,15154,False,False,False,False,False,False,True,False,False,False,False,2014,11,0,0.34787201931783884,3.0118181818181817,27.303179021317497,739999.5,34
98020140,765000,4,4.0,3010,7221,2.0,0,0,3,10,3010,0,47.5833,-121.97,3490,7518,False,False,False,False,False,True,False,False,False,False,False,2014,11,0,0.416839772884642,2.069054441260745,27.27173369611783,739999.5,34
98020220,750000,4,2.5,3210,8938,2.0,0,0,3,10,3210,0,47.582,-121.971,3740,8108,False,False,False,False,False,False,False,False,True,False,False,2014,10,0,0.35914074737077645,2.389839572192513,27.211325064123727,739999.5,34
98020300,759000,5,2.75,3490,8230,2.0,0,0,3,10,3490,0,47.5825,-121.97,3480,7331,True,False,False,False,False,False,False,False,False,False,False,2015,10,0,0.4240583232077764,2.3649425287356323,27.280389817567826,739999.5,34
98020310,730000,4,2.5,3230,7331,2.0,0,0,3,10,3230,0,47.5823,-121.97,3480,7447,False,False,False,True,False,False,False,False,False,False,False,2014,11,0,0.4405947346883099,2.106609195402299,27.282598737976958,739999.5,34
98020350,720000,4,4.0,3200,7708,2.0,0,0,3,10,3200,0,47.5816,-121.97,3480,7944,False,False,False,False,False,False,False,False,False,False,False,2015,11,0,0.4151530877010898,2.2149425287356324,27.29047126586848,739999.5,34
98020410,802500,4,3.75,3320,8030,2.0,0,0,3,10,3320,0,47.5818,-121.972,3740,8030,False,False,False,False,False,True,False,False,False,False,False,2014,10,0,0.41344956413449563,2.1470588235294117,27.138971981976113,739999.5,34
98020480,885000,4,2.5,4090,11225,2.0,0,0,3,10,4090,0,47.581,-121.971,3510,8762,False,False,False,False,False,False,True,False,False,False,False,2014,10,0,0.3643652561247216,3.198005698005698,27.222803238780795,739999.5,34
98020630,889000,4,3.5,4070,10976,2.0,0,0,3,10,4070,0,47.5805,-121.97,4080,10106,False,False,True,False,False,False,False,False,False,False,False,2015,11,0,0.37080903790087466,2.6901960784313728,27.303286117997484,739999.5,34
98030140,785500,4,4.0,3280,8448,2.0,0,0,3,10,3280,0,47.5818,-121.973,3730,8030,False,False,False,False,False,False,False,False,True,False,False,2014,8,0,0.38825757575757575,2.2648793565683647,27.064361294558132,739999.5,34
98030160,797000,3,3.5,3500,9473,2.0,0,0,3,10,3500,0,47.5807,-121.972,3510,7833,True,False,False,False,False,False,False,False,False,False,False,2015,7,0,0.36947112847038954,2.6988603988603987,27.15175501182863,739999.5,34
98030400,790000,4,3.5,3560,6098,2.0,0,0,3,10,3560,0,47.5828,-121.972,3660,6846,False,False,False,False,False,True,False,False,False,False,False,2014,9,0,0.5837979665464087,1.666120218579235,27.12782438864977,739999.5,34
98030530,745000,4,3.25,3490,7024,2.0,0,0,3,10,3490,0,47.5834,-121.972,3450,6866,False,False,False,False,True,False,False,False,False,False,False,2014,9,0,0.49686788154897493,2.0359420289855072,27.12135245933328,739999.5,34
98030630,852500,5,3.75,3830,8131,2.0,0,0,3,10,3830,0,47.5837,-121.971,3570,7290,False,False,False,False,False,False,False,False,False,False,True,2014,10,0,0.47103677284466855,2.2775910364145657,27.192844574634943,739999.5,34
98030660,815000,4,2.5,3880,7208,2.0,0,0,3,10,3880,0,47.5841,-121.971,3280,7221,False,True,False,False,False,False,False,False,False,False,False,2015,9,0,0.5382907880133185,2.1975609756097563,27.188685397110973,739999.5,34
98300230,1459000,4,4.0,4620,130208,2.0,0,0,3,10,4620,0,47.5885,-121.939,4620,131007,False,False,True,False,False,False,False,False,False,False,False,2015,1,0,0.035481690833128535,28.183549783549783,29.54134302837976,515000.0,34
100300280,355000,3,2.25,1430,4777,2.0,0,0,3,7,1430,0,47.4867,-122.152,1639,3854,False,False,False,False,False,False,False,False,True,False,False,2014,5,0,0.2993510571488382,2.914582062233069,18.95491531621653,429000.0,61
100300530,330000,3,2.5,1520,3003,2.0,0,0,3,7,1520,0,47.4876,-122.153,1820,3030,False,False,False,False,False,False,False,True,False,False,False,2014,6,0,0.5061605061605061,1.65,18.83116221091908,429000.0,61
100500020,250000,3,2.5,1610,6600,2.0,0,0,3,7,1610,0,47.2827,-122.302,1660,7689,False,False,False,False,False,False,False,True,False,False,False,2014,21,0,0.24393939393939393,3.9759036144578315,36.04270697471207,263000.0,4
100600550,226500,3,1.5,1300,7370,1.0,0,0,4,7,900,400,47.3025,-122.37,1430,7500,False,False,False,False,False,False,True,False,False,False,False,2014,39,0,0.17639077340569878,5.153846153846154,33.88991386684748,270000.0,19
103000116,645000,3,1.75,2070,5500,1.0,0,0,4,7,1130,940,47.6733,-122.301,1800,4400,False,False,False,False,False,True,False,False,False,False,False,2014,69,0,0.37636363636363634,3.0555555555555554,7.8165495172247805,570000.0,58
103400160,263000,3,2.25,1590,7748,2.0,0,0,4,7,1590,0,47.2857,-122.3,1590,7606,False,False,False,True,False,False,False,False,False,False,False,2014,24,0,0.2052142488384099,4.8729559748427675,35.719631215275996,263000.0,4
104501040,249900,4,2.0,1500,7854,1.5,0,0,3,7,1500,0,47.3127,-122.354,1500,7334,False,False,False,False,False,False,False,False,True,False,False,2014,32,0,0.19098548510313215,5.236,32.677215143756214,270000.0,21
104510340,276200,3,2.5,1480,7210,1.0,0,0,3,7,1180,300,47.3124,-122.351,1690,7396,False,False,False,False,False,False,False,True,False,False,False,2014,29,0,0.20527045769764216,4.266272189349112,32.69995509892134,270000.0,21
104530110,268000,3,2.5,1850,6676,2.0,0,0,3,7,1850,0,47.3103,-122.36,1700,6663,False,False,False,False,False,False,False,False,True,False,False,2014,29,0,0.2771120431396046,3.927058823529412,32.96937169674856,270000.0,21
104530240,225000,3,2.0,1320,5665,1.0,0,0,3,7,1320,0,47.3096,-122.357,1336,7080,False,False,False,False,False,False,True,False,False,False,False,2014,29,0,0.23300970873786409,4.240269461077844,33.03350263366693,270000.0,21
104530490,248000,4,3.5,1850,6519,2.0,0,0,3,7,1130,720,47.3087,-122.354,1280,6664,False,False,False,True,False,False,False,False,False,False,False,2014,29,0,0.2837858567264918,5.09296875,33.121440607738265,270000.0,21
104540840,240000,3,2.25,1460,5818,1.0,0,0,3,7,1140,320,47.3113,-122.358,1490,6031,False,False,False,False,False,False,False,False,False,False,True,2014,29,0,0.2509453420419388,3.9046979865771814,32.8491457920974,270000.0,21
104550520,270000,4,2.5,1750,6397,2.0,0,0,3,7,1750,0,47.3082,-122.358,1940,6502,False,True,False,False,False,False,False,False,False,False,False,2015,27,0,0.27356573393778333,3.297422680412371,33.19325358109234,270000.0,21
104550540,259950,4,2.0,1610,6650,1.0,0,0,3,7,1610,0,47.3085,-122.358,1960,6650,False,False,False,False,False,False,False,False,False,False,False,2015,26,0,0.24210526315789474,3.392857142857143,33.15995228580725,270000.0,21
104550580,260000,4,2.5,1990,6671,2.0,0,0,3,7,1990,0,47.3078,-122.358,1862,6566,False,False,False,True,False,False,False,False,False,False,False,2014,26,0,0.2983061010343277,3.582706766917293,33.23765548653241,270000.0,21
